FPR,TPR
0.0,0.0
0.0,0.0005230125523012
0.0010460251046025,0.0005230125523012
0.0010460251046025,0.0010460251046025
0.002092050209205,0.0010460251046025
0.002092050209205,0.0031380753138075
0.0031380753138075,0.0031380753138075
0.0031380753138075,0.0047071129707112
0.0036610878661087,0.0047071129707112
0.0036610878661087,0.0057531380753138
0.00418410041841,0.0057531380753138
0.00418410041841,0.0073221757322175
0.006276150627615,0.0073221757322175
0.006276150627615,0.0109832635983263
0.0067991631799163,0.0109832635983263
0.0067991631799163,0.0130753138075313
0.0073221757322175,0.0130753138075313
0.0073221757322175,0.0141213389121338
0.0078451882845188,0.0141213389121338
0.0078451882845188,0.0146443514644351
0.00836820083682,0.0146443514644351
0.00836820083682,0.0151673640167364
0.0088912133891213,0.0151673640167364
0.0088912133891213,0.0162133891213389
0.0104602510460251,0.0162133891213389
0.0104602510460251,0.0172594142259414
0.0115062761506276,0.0172594142259414
0.0115062761506276,0.0177824267782426
0.0120292887029288,0.0177824267782426
0.0120292887029288,0.0209205020920502
0.0125523012552301,0.0209205020920502
0.0125523012552301,0.0230125523012552
0.0130753138075313,0.0235355648535564
0.0135983263598326,0.0235355648535564
0.0135983263598326,0.0277196652719665
0.0141213389121338,0.0277196652719665
0.0141213389121338,0.0282426778242677
0.0156903765690376,0.0282426778242677
0.0156903765690376,0.028765690376569
0.0162133891213389,0.028765690376569
0.0162133891213389,0.0298117154811715
0.0167364016736401,0.0298117154811715
0.0167364016736401,0.0313807531380753
0.0172594142259414,0.0313807531380753
0.0172594142259414,0.032949790794979
0.0177824267782426,0.032949790794979
0.0177824267782426,0.0345188284518828
0.0183054393305439,0.0345188284518828
0.0183054393305439,0.0360878661087866
0.0188284518828451,0.0360878661087866
0.0188284518828451,0.0381799163179916
0.0193514644351464,0.0381799163179916
0.0193514644351464,0.0392259414225941
0.0198744769874477,0.0392259414225941
0.0198744769874477,0.0402719665271966
0.0214435146443514,0.0402719665271966
0.0214435146443514,0.0428870292887029
0.0219665271966527,0.0428870292887029
0.0219665271966527,0.0449790794979079
0.0240585774058577,0.0449790794979079
0.0240585774058577,0.0475941422594142
0.0245815899581589,0.0475941422594142
0.0245815899581589,0.0481171548117154
0.0251046025104602,0.0481171548117154
0.0251046025104602,0.0486401673640167
0.0256276150627615,0.0486401673640167
0.0256276150627615,0.0491631799163179
